Amount,Average,Candidates,Chamber,District,State,Year
"$931,387","$62,092",15,House of Representatives,62,Alabama,Total
"$213,926","$213,926",1,House of Representatives,63,Alabama,2018
"$159,379","$159,379",1,House of Representatives,63,Alabama,2014
"$-13,056","$-13,056",1,House of Representatives,63,Alabama,2012
"$387,699","$129,233",3,House of Representatives,63,Alabama,2010
"$-18,000","$-18,000",1,House of Representatives,63,Alabama,2008
"$19,350","$19,350",1,House of Representatives,63,Alabama,2006
"$184,751","$46,188",4,House of Representatives,63,Alabama,2002
"$934,049","$77,837",12,House of Representatives,63,Alabama,Total
"$157,854","$52,618",3,House of Representatives,64,Alabama,2018
"$113,622","$56,811",2,House of Representatives,64,Alabama,2014
"$1,000","$1,000",1,House of Representatives,64,Alabama,2012
"$46,485","$46,485",1,House of Representatives,64,Alabama,2010
"$5,400","$5,400",1,House of Representatives,64,Alabama,2008
"$132,784","$44,261",3,House of Representatives,64,Alabama,2006
"$116,068","$58,034",2,House of Representatives,64,Alabama,2002
"$573,213","$44,093",13,House of Representatives,64,Alabama,Total
"$361,415","$90,354",4,House of Representatives,65,Alabama,2018
"$52,450","$52,450",1,House of Representatives,65,Alabama,2014
"$4,900","$4,900",1,House of Representatives,65,Alabama,2012
"$40,816","$20,408",2,House of Representatives,65,Alabama,2010
"$3,683","$3,683",1,House of Representatives,65,Alabama,2008
"$422,986","$105,747",4,House of Representatives,65,Alabama,2006
"$136,819","$45,606",3,House of Representatives,65,Alabama,2002
"$1,023,069","$63,942",16,House of Representatives,65,Alabama,Total
"$119,686","$59,843",2,House of Representatives,66,Alabama,2018
"$57,099","$57,099",1,House of Representatives,66,Alabama,2014
"$49,125","$49,125",1,House of Representatives,66,Alabama,2010
"$17,250","$17,250",1,House of Representatives,66,Alabama,2008
"$234,909","$117,455",2,House of Representatives,66,Alabama,2006
"$52,400","$52,400",1,House of Representatives,66,Alabama,2002
"$530,469","$66,309",8,House of Representatives,66,Alabama,Total
"$81,040","$40,520",2,House of Representatives,67,Alabama,2018
"$49,924","$49,924",1,House of Representatives,67,Alabama,2014
"$2,300","$2,300",1,House of Representatives,67,Alabama,2012
"$178,327","$89,164",2,House of Representatives,67,Alabama,2010
"$5,000","$5,000",1,House of Representatives,67,Alabama,2008
"$102,255","$17,043",6,House of Representatives,67,Alabama,2006
"$122,899","$13,655",9,House of Representatives,67,Alabama,2002
"$541,745","$24,625",22,House of Representatives,67,Alabama,Total
"$17,550","$17,550",1,House of Representatives,68,Alabama,2018
"$48,150","$48,150",1,House of Representatives,68,Alabama,2014
"$1,000","$1,000",1,House of Representatives,68,Alabama,2012
"$124,846","$62,423",2,House of Representatives,68,Alabama,2010
"$70,628","$70,628",1,House of Representatives,68,Alabama,2006
"$41,750","$41,750",1,House of Representatives,68,Alabama,2002
"$303,924","$43,418",7,House of Representatives,68,Alabama,Total
"$78,614","$39,307",2,House of Representatives,69,Alabama,2018
"$57,046","$19,015",3,House of Representatives,69,Alabama,2014
"$7,000","$7,000",1,House of Representatives,69,Alabama,2012
"$161,314","$32,263",5,House of Representatives,69,Alabama,2010
"$113,595","$56,798",2,House of Representatives,69,Alabama,2006
"$201,050","$100,525",2,House of Representatives,69,Alabama,2002
"$618,619","$41,241",15,House of Representatives,69,Alabama,Total
"$52,000","$52,000",1,House of Representatives,70,Alabama,2018
"$63,649","$63,649",1,House of Representatives,70,Alabama,2014
"$59,075","$59,075",1,House of Representatives,70,Alabama,2010
"$101,723","$33,908",3,House of Representatives,70,Alabama,2006
"$48,012","$24,006",2,House of Representatives,70,Alabama,2002
"$324,459","$40,557",8,House of Representatives,70,Alabama,Total
"$9,951","$9,951",1,House of Representatives,71,Alabama,2018
"$173,233","$86,617",2,House of Representatives,71,Alabama,2014
"$79,750","$79,750",1,House of Representatives,71,Alabama,2010
"$4,150","$4,150",1,House of Representatives,71,Alabama,2008
"$190,491","$63,497",3,House of Representatives,71,Alabama,2006
"$31,615","$15,808",2,House of Representatives,71,Alabama,2002
"$489,190","$48,919",10,House of Representatives,71,Alabama,Total
"$29,450","$29,450",1,House of Representatives,72,Alabama,2018
"$80,715","$20,179",4,House of Representatives,72,Alabama,2014
"$97,628","$32,543",3,House of Representatives,72,Alabama,2010
"$47,199","$47,199",1,House of Representatives,72,Alabama,2006
"$63,550","$21,183",3,House of Representatives,72,Alabama,2002
"$318,542","$26,545",12,House of Representatives,72,Alabama,Total
"$223,380","$111,690",2,House of Representatives,73,Alabama,2018
"$199,656","$99,828",2,House of Representatives,73,Alabama,2014
"$6,750","$6,750",1,House of Representatives,73,Alabama,2012
"$530,521","$176,840",3,House of Representatives,73,Alabama,2010
"$25,317","$25,317",1,House of Representatives,73,Alabama,2008
"$154,692","$51,564",3,House of Representatives,73,Alabama,2006
"$206,886","$103,443",2,House of Representatives,73,Alabama,2002
"$1,347,202","$96,229",14,House of Representatives,73,Alabama,Total
"$347,200","$49,600",7,House of Representatives,74,Alabama,2019
"$109,200","$54,600",2,House of Representatives,74,Alabama,2018
"$55,315","$27,658",2,House of Representatives,74,Alabama,2014
"$91,625","$45,813",2,House of Representatives,74,Alabama,2010
"$-7,500","$-7,500",1,House of Representatives,74,Alabama,2008
"$30,135","$30,135",1,House of Representatives,74,Alabama,2006
"$243,866","$81,289",3,House of Representatives,74,Alabama,2002
"$869,842","$48,325",18,House of Representatives,74,Alabama,Total
"$57,176","$57,176",1,House of Representatives,75,Alabama,2018
"$101,400","$50,700",2,House of Representatives,75,Alabama,2014
"$-4,500","$-4,500",1,House of Representatives,75,Alabama,2012
"$85,275","$42,638",2,House of Representatives,75,Alabama,2010
$965,$965,1,House of Representatives,75,Alabama,2008
"$213,873","$106,937",2,House of Representatives,75,Alabama,2006
"$46,667","$46,667",1,House of Representatives,75,Alabama,2002
"$500,856","$50,086",10,House of Representatives,75,Alabama,Total
"$69,349","$34,675",2,House of Representatives,76,Alabama,2018
"$122,701","$61,351",2,House of Representatives,76,Alabama,2014
"$-5,044","$-5,044",1,House of Representatives,76,Alabama,2012
"$192,621","$96,311",2,House of Representatives,76,Alabama,2010
"$27,891","$27,891",1,House of Representatives,76,Alabama,2006
"$124,163","$31,041",4,House of Representatives,76,Alabama,2002
"$531,681","$44,307",12,House of Representatives,76,Alabama,Total
"$133,351","$33,338",4,House of Representatives,77,Alabama,2018
"$81,326","$40,663",2,House of Representatives,77,Alabama,2014
"$1,105","$1,105",1,House of Representatives,77,Alabama,2012
"$218,638","$218,638",1,House of Representatives,77,Alabama,2010
"$14,809","$14,809",1,House of Representatives,77,Alabama,2008
"$216,351","$216,351",1,House of Representatives,77,Alabama,2006
"$154,325","$77,163",2,House of Representatives,77,Alabama,2002
"$819,905","$68,325",12,House of Representatives,77,Alabama,Total
"$83,994","$27,998",3,House of Representatives,78,Alabama,2018
"$88,160","$44,080",2,House of Representatives,78,Alabama,2014
"$92,631","$46,316",2,House of Representatives,78,Alabama,2010
"$23,750","$23,750",1,House of Representatives,78,Alabama,2008
"$143,189","$47,730",3,House of Representatives,78,Alabama,2006
"$88,406","$88,406",1,House of Representatives,78,Alabama,2002
"$520,130","$43,344",12,House of Representatives,78,Alabama,Total
"$244,754","$122,377",2,House of Representatives,79,Alabama,2018
"$1,795,881","$598,627",3,House of Representatives,79,Alabama,2014
"$7,500","$7,500",1,House of Representatives,79,Alabama,2012
"$540,478","$540,478",1,House of Representatives,79,Alabama,2010
"$110,900","$110,900",1,House of Representatives,79,Alabama,2008
"$1,336,447","$334,112",4,House of Representatives,79,Alabama,2006
"$173,472","$86,736",2,House of Representatives,79,Alabama,2002
"$4,209,432","$300,674",14,House of Representatives,79,Alabama,Total
"$116,563","$38,854",3,House of Representatives,80,Alabama,2018
"$295,994","$73,999",4,House of Representatives,80,Alabama,2014
"$-1,930","$-1,930",1,House of Representatives,80,Alabama,2012
"$268,490","$134,245",2,House of Representatives,80,Alabama,2010
"$1,100","$1,100",1,House of Representatives,80,Alabama,2008
"$196,386","$98,193",2,House of Representatives,80,Alabama,2006
"$45,250","$45,250",1,House of Representatives,80,Alabama,2002
"$921,853","$65,847",14,House of Representatives,80,Alabama,Total
"$194,214","$38,843",5,House of Representatives,81,Alabama,2018
"$314,731","$157,366",2,House of Representatives,81,Alabama,2014
"$1,201","$1,201",1,House of Representatives,81,Alabama,2012
"$514,407","$171,469",3,House of Representatives,81,Alabama,2010
"$1,000","$1,000",1,House of Representatives,81,Alabama,2008
"$107,442","$107,442",1,House of Representatives,81,Alabama,2006
"$119,470","$59,735",2,House of Representatives,81,Alabama,2002
"$1,252,465","$83,498",15,House of Representatives,81,Alabama,Total
"$187,365","$62,455",3,House of Representatives,82,Alabama,2018
"$39,400","$39,400",1,House of Representatives,82,Alabama,2014
"$2,175","$2,175",1,House of Representatives,82,Alabama,2012
"$86,397","$43,199",2,House of Representatives,82,Alabama,2010
"$9,150","$9,150",1,House of Representatives,82,Alabama,2008
"$112,205","$112,205",1,House of Representatives,82,Alabama,2006
"$69,101","$69,101",1,House of Representatives,82,Alabama,2002
"$505,793","$50,579",10,House of Representatives,82,Alabama,Total
"$150,506","$37,627",4,House of Representatives,83,Alabama,2018
"$48,597","$16,199",3,House of Representatives,83,Alabama,2014
"$33,584","$16,792",2,House of Representatives,83,Alabama,2010
"$30,350","$30,350",1,House of Representatives,83,Alabama,2006
"$45,221","$22,611",2,House of Representatives,83,Alabama,2002
"$308,258","$25,688",12,House of Representatives,83,Alabama,Total
"$26,600","$26,600",1,House of Representatives,84,Alabama,2018
"$60,444","$30,222",2,House of Representatives,84,Alabama,2014
"$2,250","$2,250",1,House of Representatives,84,Alabama,2012
"$86,052","$21,513",4,House of Representatives,84,Alabama,2010
"$42,241","$42,241",1,House of Representatives,84,Alabama,2006
"$67,096","$67,096",1,House of Representatives,84,Alabama,2002
"$284,683","$28,468",10,House of Representatives,84,Alabama,Total
"$195,910","$65,303",3,House of Representatives,85,Alabama,2018
"$179,510","$59,837",3,House of Representatives,85,Alabama,2014
"$286,608","$47,768",6,House of Representatives,85,Alabama,2010
"$7,250","$7,250",1,House of Representatives,85,Alabama,2008
"$138,243","$69,122",2,House of Representatives,85,Alabama,2006
"$166,700","$41,675",4,House of Representatives,85,Alabama,2002
"$974,221","$51,275",19,House of Representatives,85,Alabama,Total
"$178,490","$89,245",2,House of Representatives,86,Alabama,2018
"$86,410","$86,410",1,House of Representatives,86,Alabama,2014
"$2,300","$2,300",1,House of Representatives,86,Alabama,2012
"$446,599","$148,866",3,House of Representatives,86,Alabama,2010
"$3,000","$3,000",1,House of Representatives,86,Alabama,2008
"$563,158","$281,579",2,House of Representatives,86,Alabama,2006
"$94,050","$94,050",1,House of Representatives,86,Alabama,2002
"$1,374,007","$124,910",11,House of Representatives,86,Alabama,Total
"$93,413","$46,707",2,House of Representatives,87,Alabama,2018
"$53,292","$53,292",1,House of Representatives,87,Alabama,2014
"$4,993","$4,993",1,House of Representatives,87,Alabama,2012
"$236,297","$59,074",4,House of Representatives,87,Alabama,2010
"$45,453","$45,453",1,House of Representatives,87,Alabama,2006
"$145,260","$29,052",5,House of Representatives,87,Alabama,2002
"$578,708","$41,336",14,House of Representatives,87,Alabama,Total
"$289,570","$72,392",4,House of Representatives,88,Alabama,2018
"$41,624","$41,624",1,House of Representatives,88,Alabama,2014
"$19,140","$19,140",1,House of Representatives,88,Alabama,2012
"$178,361","$89,181",2,House of Representatives,88,Alabama,2010
"$159,679","$53,226",3,House of Representatives,88,Alabama,2006
"$108,553","$54,277",2,House of Representatives,88,Alabama,2002
"$796,927","$61,302",13,House of Representatives,88,Alabama,Total
"$381,143","$127,048",3,House of Representatives,89,Alabama,2018
"$299,443","$149,722",2,House of Representatives,89,Alabama,2014
"$-8,775","$-8,775",1,House of Representatives,89,Alabama,2012
"$93,334","$93,334",1,House of Representatives,89,Alabama,2010
"$2,212","$2,212",1,House of Representatives,89,Alabama,2008
"$39,210","$39,210",1,House of Representatives,89,Alabama,2006
"$82,019","$82,019",1,House of Representatives,89,Alabama,2002
"$888,586","$88,859",10,House of Representatives,89,Alabama,Total
"$293,426","$146,713",2,House of Representatives,90,Alabama,2018
"$431,283","$143,761",3,House of Representatives,90,Alabama,2014
$764,$764,1,House of Representatives,90,Alabama,2012
"$29,495","$14,748",2,House of Representatives,90,Alabama,2010
"$10,800","$10,800",1,House of Representatives,90,Alabama,2002
"$765,768","$85,085",9,House of Representatives,90,Alabama,Total
"$152,402","$76,201",2,House of Representatives,91,Alabama,2018
"$502,276","$251,138",2,House of Representatives,91,Alabama,2014
"$7,550","$7,550",1,House of Representatives,91,Alabama,2012
"$651,714","$325,857",2,House of Representatives,91,Alabama,2010
"$439,688","$219,844",2,House of Representatives,91,Alabama,2006
"$218,763","$109,382",2,House of Representatives,91,Alabama,2002
"$1,972,393","$179,308",11,House of Representatives,91,Alabama,Total
"$115,210","$115,210",1,House of Representatives,92,Alabama,2014
"$269,478","$67,370",4,House of Representatives,92,Alabama,2010
"$6,147","$6,147",1,House of Representatives,92,Alabama,2008
"$1,146,218","$573,109",2,House of Representatives,92,Alabama,2006
"$934,757","$467,379",2,House of Representatives,92,Alabama,2002
"$2,471,810","$247,181",10,House of Representatives,92,Alabama,Total
"$148,197","$148,197",1,House of Representatives,93,Alabama,2018
"$295,791","$147,896",2,House of Representatives,93,Alabama,2014
"$4,437","$4,437",1,House of Representatives,93,Alabama,2012
"$125,061","$62,531",2,House of Representatives,93,Alabama,2010
"$157,568","$78,784",2,House of Representatives,93,Alabama,2006
"$57,294","$57,294",1,House of Representatives,93,Alabama,2002
"$788,348","$87,594",9,House of Representatives,93,Alabama,Total
"$68,146","$68,146",1,House of Representatives,94,Alabama,2018
"$34,900","$34,900",1,House of Representatives,94,Alabama,2014
$500,$500,1,House of Representatives,94,Alabama,2012
"$88,219","$44,110",2,House of Representatives,94,Alabama,2010
"$67,190","$33,595",2,House of Representatives,94,Alabama,2006
"$128,120","$42,707",3,House of Representatives,94,Alabama,2002
"$387,075","$38,707",10,House of Representatives,94,Alabama,Total
"$39,555","$39,555",1,House of Representatives,95,Alabama,2018
"$33,050","$33,050",1,House of Representatives,95,Alabama,2014
"$1,000","$1,000",1,House of Representatives,95,Alabama,2012
"$42,275","$42,275",1,House of Representatives,95,Alabama,2010
"$83,510","$41,755",2,House of Representatives,95,Alabama,2006
"$48,967","$24,484",2,House of Representatives,95,Alabama,2002
"$248,357","$31,045",8,House of Representatives,95,Alabama,Total
"$120,688","$30,172",4,House of Representatives,96,Alabama,2018
"$91,836","$91,836",1,House of Representatives,96,Alabama,2014
$500,$500,1,House of Representatives,96,Alabama,2012
